Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
"governance,health,social cultural","roe v wade,wade,roe","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","free college,student loan,debt,student,college,loan debt,student loan debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
economic,"economy,wages",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,military,social programs,economic","jobs,health care,health","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"small business,business owner",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social programs","health insurance,healthcare,health,private health insurance,private health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"economic,education,governance,environmental","climate change,higher education,education,school,college,climate","education,environmental,social programs",0,0,correct label,correct label,0,0,0,0,0,0,0,"college,higher education"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"immigration policy,immigration system,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"governance,health,social cultural","wade,women national,contraception,roe,hyde amendment","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"the nra,gun,nra,shareholders","economic,safety",0,shareholders,0,0,0,0,0,0,0,"the nra,gun,nra",0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"impeachment,mueller report",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"economic,social programs","economy,care plan,universal child care,child care","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
"safety,immigration","gun,assault,safety legislation,immigration","immigration,safety",0,0,0,0,0,0,0,correct label,0,correct label,0,0
immigration,borders,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
governance,mueller report,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"health,social programs,economic","jobs,health care,health","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
economic,tax,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,barr,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,immigration,economic","workers,federal workers,border,shutdown","economic,governance,immigration",0,correct label,0,0,0,correct label,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","planned parenthood,health care,health,reproductive rights","health,social cultural,social programs",0,0,0,0,0,0,correct label,0,0,0,correct label,health care
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental","renewable energy,fossil fuels,renewable,carbon emissions,emissions,carbon,jobs,paying jobs,fossil","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","medicare,medicare for all",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
economic,workers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social cultural,governance","wade,abortion,roe,abortions,roe v wade","governance,health,social cultural",0,0,0,0,0,correct label,correct label,0,0,0,correct label,0
no topic,"gun,big pharma,immigration","health,immigration,safety",0,0,0,0,0,0,big pharma,immigration,0,gun,0,0
"economic,governance","shutdown,economic","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"safety,immigration","drugs,border","immigration,safety",0,0,0,0,0,0,0,correct label,0,correct label,0,0
"education,health,safety,social cultural","mosque,black,prison population,muslim,racist,drugs,hate crimes,color,people of color,muslims,racism,prison,wealth,black america","economic,safety,social cultural",0,wealth,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance","workers,federal workers,shutdown","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
"health,social programs",healthcare,health,0,0,0,0,0,0,correct label,0,0,0,0,0
governance,mueller report,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,consumers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental","jobs,fuel,fossil fuel,fossil","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
environmental,"drilling,environmental protection",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"health,economic","insulin,big pharma",health,0,0,0,0,0,0,correct label,0,0,0,0,0
safety,"justice reform,criminal,criminal justice",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,health,social programs","living wage,healthcare","economic,health",0,correct label,0,0,0,0,correct label,0,0,0,0,0
immigration,immigration,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social programs,ubi,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
economic,equal pay,"economic,social cultural",0,equal pay,0,0,0,0,0,0,0,0,equal pay,0
"economic,education,social programs,safety","jobs,education,jails,incarceration","economic,education,safety",0,correct label,correct label,0,0,0,0,0,0,correct label,0,0
social cultural,racist,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural,governance","voting rights act,voting rights,abortion","governance,health,social cultural",0,0,0,0,0,correct label,correct label,0,0,0,correct label,0
"education,social programs","education,student,debt,higher education","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,safety","show loophole,arming,teachers,gun,the gun,assault,loophole","education,safety",0,0,correct label,0,0,0,0,0,0,correct label,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,shutdown,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"safety,social cultural","black,criminal justice,police,systemic,criminal justice system,discrimination,criminal","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
social cultural,"african americans,african",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,health,social programs,immigration","immigration reform,student loan,debt,loan debt,student,health,immigration,student loan debt","education,health,immigration,social programs",0,0,correct label,0,0,0,correct label,correct label,0,0,0,correct label
governance,right to vote,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"health,social programs","universal healthcare,healthcare",health,0,0,0,0,0,0,correct label,0,0,0,0,0
governance,impeachment,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
immigration,"borders,immigration system,migration,immigration,immigrants,anti immigrant",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
safety,"assault,shootings",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","extremist,abortion","health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
"health,social programs","premiums,million americans,pre existing conditions,obamacare,aca,pre existing","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"education,economic","teachers,living wage","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
"foreign policy,military,social cultural",racism,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
safety,domestic violence,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"health,safety,social programs,economic","gun,health care,health,gun violence","health,safety,social programs",0,0,0,0,0,0,correct label,0,0,correct label,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,assault,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
economic,"workers,american workers",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
economic,"workers,tax,taxes",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
social cultural,marriage equality,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural,safety",prison,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"environmental,economic","climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education,social cultural","colleges,black","social cultural,social programs",0,0,0,0,0,0,0,0,0,0,correct label,colleges
"foreign policy,economic",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
military,service members,military,0,0,0,0,0,0,0,0,correct label,0,0,0
"education,social programs,economic","tax,school","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
"environmental,social cultural,economic","racial,economic","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
"health,social programs,social cultural",black,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
immigration,"immigrants,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social cultural","education,school",education,0,0,correct label,0,0,0,0,0,0,0,0,0
governance,"barr,impeachment",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
governance,impeach,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,federal lobbyists,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
environmental,"climate,climate crisis",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural",abortion,"health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
"governance,environmental","climate change,climate,defeat climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,color,social cultural,0,0,0,0,0,0,0,0,0,0,color,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"immigrants,detention,asylum,asylum seekers",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"systemic racism,rosa parks,systemic,racism,racial",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
social cultural,debt,social programs,0,0,0,0,0,0,0,0,0,0,0,debt
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"immigration,economic","jobs,economy,immigrants","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
governance,"black,impeachment","governance,social cultural",0,0,0,0,0,impeachment,0,0,0,0,black,0
immigration,borders,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"economic,education,social programs","education,tax,giving tax breaks","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
"economic,education,social programs","student loan,debt,student,economy,loan debt,student loan debt","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
"economic,social cultural","segregated,racist,discrimination,black",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"foreign policy,social cultural",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,federal lobbyists,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"economic,health,social programs,environmental","equal pay,climate change,health care,health,defeat climate,climate","economic,environmental,health,social cultural,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,equal pay,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","color,transgender",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,wounded warrior,military,0,0,0,0,0,0,0,0,correct label,0,0,0
immigration,"undocumented,immigration system,undocumented people,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","reproductive rights,abortion","health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
"immigration,military,safety","borders,vets","immigration,military",0,0,0,0,0,0,0,correct label,correct label,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance","workers,american workers,shutdown","economic,governance",0,correct label,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"economy,monopolistic",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","workers,latino","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
social cultural,planned parenthood,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
economic,wealth,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,color,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"living wage,wages",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,voter suppression,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
health,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,criminal,safety,0,0,0,0,0,0,0,0,0,criminal,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","pre existing conditions,pre existing,obamacare,healthcare","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"health,social cultural","health care,health,abortion","health,social cultural,social programs",0,0,0,0,0,0,correct label,0,0,0,correct label,health care
"economic,immigration","middle class,border security,borders,border","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
"economic,education,governance,safety,social programs,social cultural","black,living wage,education system,graduation,higher education,education,childcare,universal pre k,school,pre k,teachers,prosecute,nominated,prison,color","economic,education,governance,safety,social cultural,social programs",0,correct label,correct label,0,0,correct label,0,0,0,correct label,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,constitution,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","nra,the nra,gun,the gun,assault,gun lobby",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
"economic,education,environmental,governance,health,social programs,social cultural","reproductive rights,abortion,ceos,medicare,education,health care,institutional racism,medicare for all,public schools,tax,health,racism,assault,teacher pay,handouts","economic,education,health,safety,social cultural,social programs",0,correct label,correct label,0,0,0,correct label,0,0,assault,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"immigrants,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health insurance,enroll,health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"immigrants,borders,citizenship",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"social cultural,foreign policy",senseless,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"military,safety",assault,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
"health,social programs","medicare,strengthen social,social security",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
"education,social programs","debt,tuition,higher education,education,student debt,colleges,public colleges,student,tuition free","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
"social cultural,immigration",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"border,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"economic,education,social programs","student loan,debt,student,economy,loan debt,student loan debt","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
"economic,education,social programs","education,teachers",education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,immigration,social cultural,social programs","systemic,immigration,healthcare,healthcare immigration","health,immigration,social cultural,social programs",0,0,0,0,0,0,correct label,correct label,0,0,correct label,correct label
"safety,immigration","immigrants,solitary confinement,assault,immigration","immigration,safety",0,0,0,0,0,0,0,correct label,0,correct label,0,0
"economic,governance",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs,economic","graduate,debt,tuition,college tuition,education,student debt,education plan,school,student,college,grad school,tuition free,student debt crisis","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","economy,color","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
"health,economic","prescription drug,prescription",health,0,0,0,0,0,0,correct label,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"jobs,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
safety,"the nra,gun,nra",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"environmental,economic","jobs,economy,green jobs","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"abortions,abortion","health,social cultural",0,0,0,0,0,0,abortion,0,0,0,"abortions,abortion",0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,education,safety","teachers,gun,gun violence","education,safety",0,0,correct label,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,foreign policy","innocent civilians,radical islamic,christians,religious freedom","foreign policy,social cultural",0,0,0,0,correct label,0,0,0,0,0,correct label,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,health,social cultural","wade,pro choice,abortion,health care,reproductive health,health,roe,roe v wade","governance,health,social cultural,social programs",0,0,0,0,0,correct label,correct label,0,0,0,correct label,health care
foreign policy,north korea,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","assault,health","health,safety",0,0,0,0,0,0,correct label,0,0,assault,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,safety",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,health,health,0,0,0,0,0,0,health,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance,social cultural,immigration","constitution,government spending,border,xenophobia","economic,governance,immigration",0,correct label,0,0,0,correct label,0,correct label,0,0,0,0
"military,governance","constitution,base","governance,military",0,0,0,0,0,correct label,0,0,correct label,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"workers,manufacturing",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental","green new,new deal,green new deal",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"police officers,officers,police",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
health,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs",health,health,0,0,0,0,0,0,correct label,0,0,0,0,0
safety,gun,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"immigration,economic","jobs,immigrants,jobs lost,manufacturing","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","racial,economic","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health care,health,health care system","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"gun violence,gun,school,senseless","education,foreign policy,safety",0,0,school,0,senseless,0,0,0,0,"gun violence,gun",0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"environmental,economic","jobs,fuel,fossil fuel,fossil","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,barr,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"sexual orientation,color",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,college,no topic,0,0,0,0,0,0,0,0,0,0,0,college
"economic,environmental","fossil fuel,climate change,fuel,climate,fossil",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"foreign policy,military",every veteran,military,0,0,0,0,0,0,0,0,correct label,0,0,0
"social cultural,governance","expand voting rights,voting rights",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
