text,label,economic,environment,foreign policy,governance,immigration,military,safety,social programs,social and cultural
billionaires wine caves ready clink glasses celebrate they???? confident money means they???? ll drown voice process choose democratic nominee supporters chip we???? catch fundraising wealthy donors high rise penthouses super pacs coming rescue thousands supporters digging deep pitch elizabeth proud we???? running 100 grassroots funded campaign wouldn???? time grassroots supporter step it???? quarter we???? ve raised 17 million that???? good chunk time quarter good news midnight december 31 things elizabeth goal 20 million quarter ?????? that???? campaign plans track chip 20 5 close fundraising gap continue building ground game critical point primaries caucuses start,governance,0,0,0,1,0,0,0,0,0
_??_ elizabeth warren _??_ jonathan van ness _??_ enter meet elizabeth warren jonathan van ness flights hotel,no topic,0,0,0,0,0,0,0,0,0
prosecutors enormously powerful subject scrutiny accountability support set reforms rein egregious prosecutorial abuses make system fairer including reducing coercive plea bargaining federal level putting place responsible standards evidence gathering i???? ll create independent prosecutorial integrity unit hold accountable prosecutors abuse power fight fairer justice system sign,safety,0,0,0,0,0,0,1,0,0
government paralyzed wealthy giant corporations spend billions year washington put interests ahead public interest call is??????corruption plain simple corruption put planet risk broken economy breaking democracy biggest anti corruption plan watergate tackle corruption that???? squeezing working people undermining democracy what???? broken country learn plan fix,economic,1,0,0,0,0,0,0,0,0
here???? deal it???? calling grassroots donors chip build grassroots movement spending time exclusive fundraising events wealthy donors write big checks i???? talk people issues care won???? special cocktail hours fancy appetizers biggest donors campaign that???? perfectly fine i???? running campaign run?????? campaign powered grassroots movement wealthy connected hope personally call chipping campaign count chip phone on??????if call unknown number,no topic,0,0,0,0,0,0,0,0,0
we???? ll honest you??????wall street silicon valley excited democrats running president candidates raising big bucks fancy fundraisers millionaires billionaires candidate spent evening ??????wine cave?????? napa valley adorned chandeliers thousand swarovski crystals i???? running president money can???? buy means i???? cozying wealthy connected candidates i???? hosting fundraisers meet write check 2 800 taking money washington lobbyists pacs kind ll fighting ?????? powerful special interest deep pockets grateful toes knocks doors make phone calls texts friends plans hosts debate watch parties chips 3 time makes campaign fight grassroots movement big test fec filing deadline december 31st ll release public report ve raised past months people chipped piece campaign fundraising numbers strong hit fundraising goals show power grassroots donors coming movement chip 5 20 grow grassroots movement,governance,0,0,0,1,0,0,0,0,0
climate scientists published research suggesting planet hurtling ecological tipping point irreversibly damage earth threaten livable climate ?????? good recent study adds growing body evidence climate change happening faster scientists originally thought reinforces roughly decade left avoid catastrophic impacts ending economic dependence fossil fuels substantially reducing global emissions climate change presents urgent threat presents greatest opportunity time chance rebuild economy 100 clean energy address racial economic inequality embedded fossil fuel economy create millions good union jobs process america long proud history rising challenges faced country ?????? defeating climate crisis exception warren administration ensure fight climate change american benefits opportunities created clean economy ?????? creating 10 6 million green jobs topower transition 100 clean energy invest green jobs expand job training partner unions rebuild middle class move 100 clean energy transform energy transportation water housing sectors make room jobs you???? creating green jobs future country sign today,"economic, environment",1,1,0,0,0,0,0,0,0
donald trump spent career embracing shady deals trump repeatedly partnered shady actors real estate deals reek money laundering corruption fraud trump???? condo sales 1980s cash transactions shell companies ?????? red flags money laundering trump???? towers florida 60 percent units owned shell companies doesn???? stop real estate ?????? half trump???? 500 companies registered delaware taking advantage state loopholes exempt llcs publishing financial information disclosing ownership structure i???? ve introduced ambitious set domestic anti corruption reforms watergate clean government domestic challenges compounded global network connects secretive shell companies complicated trusts middlemen enablers specialize papering suspicious transactions states countries profit lack transparency root corruption tackle flow dark money world you???? sign today,governance,0,0,0,1,0,0,0,0,0
campaign powered folks ?????? super pacs corporate pacs high dollar closed door fundraisers we???? building grassroots movement put power hands people means rooting corruption washington strengthening democracy making wealthy pay fair share we???? fighting big structural change country can???? that???? i???? today donating important approach fec deadline votes cast year daily donor goal york 256 sees ad chips 5 we???? hit goal time donate today grassroots campaign move forward,economic,1,0,0,0,0,0,0,0,0
it???? time put good boy back white house check cross stitch bailey shirts sweatshirts onesies ?????? show support elizabeth bailey unisex shirt shirt,no topic,0,0,0,0,0,0,0,0,0
majority americans ?????? including majority gun owners ?????? support gun control basic proposals consistently blocked members congress bought paid gun industry nra partners supporting army lobbyists lawyers 2017 40 000 people died guns united states goal president society reduce number 80 president immediately executive action rein control gun industry ?????? hold gun dealers manufacturers accountable gun violence break nra???? stranglehold congress passing sweeping anti corruption legislation eliminating filibuster free nation small group financed extremists made perfectly clear put safety american people send congress comprehensive gun violence prevention legislation sign law 100 days revisit comprehensive legislation single year continually reduce number gun deaths america agree it???? time action guns save lives add,safety,0,0,0,0,0,0,1,0,0
warren administration we???? ll prohibit convicted hate crime owning gun guns acts mass violence intended provoke fear minority communities 10 000 hate crimes involve gun year individual convicted hate crime permanently prohibited owning gun full stop domestic violence gun violence deeply connected average month 50 women shot killed intimate partner i???? ll close boyfriend loophole congress make permanent expand law include individuals restraining orders convicted stalking shooting el paso reminds call white nationalism domestic terrorism president winks nods white nationalism stronger country president tools prevent completely incompatible american values threat american safety security warren justice department prosecute fullest extent law you???? sign,safety,0,0,0,0,0,0,1,0,0
bp deepwater horizon oil spill ?????? worst oil spill nation history ?????? caused 17 billion damage natural resources cost eleven lives years coastal economies ecosystems gulf coast recovered day presidency sign sweeping executive order bold actions defeat climate crisis including ending fossil fuel leases offshore public lands offshore fossil fuel leases part problem ?????? phase existing offshore drilling putting health economies coastal communities risk you???? ending offshore drilling sign today,"environment, economic",1,1,0,0,0,0,0,0,0
year kavanaugh nomination rammed senate examination allegations confirmation exoneration president supreme court justice law man appointed kavanaugh impeached add petition agree,governance,0,0,0,1,0,0,0,0,0
pursue climate justice lose sight 71 planet covered ocean that???? blue deal essential part green deal here???? administration rebuild blue economy expanding offshore renewable energy investing regenerative ocean farming building climate smart ports protect restore ocean habitats hold big ag accountable pollution end offshore drilling prevent future crises bp deepwater horizon oil spill bolster pre post disaster mitigation agree save oceans sign today,"economic, environment",1,1,0,0,0,0,0,0,0
bp deepwater horizon oil spill ?????? worst oil spill nation history ?????? caused 17 billion damage natural resources cost eleven lives years coastal economies ecosystems gulf coast recovered day presidency sign sweeping executive order bold actions defeat climate crisis including ending fossil fuel leases offshore public lands offshore fossil fuel leases part problem phase existing offshore drilling putting health economies coastal communities risk warren administration start reinstating obama administration???? outer continental shelf oil gas leasing program protected hundreds millions acres atlantic ocean arctic we???? ll reinstate safety rules obama administration put place bp oil spill fossil fuel workers risk lives power economy deserve safe working conditions we???? ll roll back trump administration???? decision reduce shallow water royalty rate existing offshore drilling leases fact we???? ll we???? ll reassess royalty rate accurately account social cost carbon decades world???? largest oil companies including chevron exxon shell skirted 18 billion federal royalties offshore drilling ends warren administration direct federal ocean coastal management agencies begin planning phase offshore drilling focus transitioning offshore drilling supply chain industry offshore wind committed leaving worker transition 100 clean energy men women tirelessly worked offshore drilling industry exception warren administration provide job training guaranteed wage benefit parity workers choose transition industries americans choose find employment retire dignity we???? ll ensure full financial security including promised pensions early retirement benefits you???? ending offshore drilling sign today,"economic, environment",1,1,0,0,0,0,0,0,0
queer eye grooming expert lgbtq activist jonathan van ness team warren _??_?? jonathan joined team warren health care human elizabeth fight human rights he???? working spread word grassroots campaign join movement stand elizabeth jonathan donate today reach huge milestone million donors powering movement 5 helps click link ?????? takes 30 seconds,"social and cultural, social programs",0,0,0,0,0,0,0,1,1
friend jonathan van ness volunteered call grassroots donors campaign powered grassroots movement super pacs big corporations high dollar closed door fundraisers jonathan fight we???? counting join donate today hit goal major fec deadline december 31,governance,0,0,0,1,0,0,0,0,0
1994 federal assault weapons ban successfully reduced gun deaths ?????? allowed expire ten years congress ban future production sale importation military style assault weapons require,safety,0,0,0,0,0,0,1,0,0
creo firmemente cada voto debe contar la forma de asegurar esto es al implementar el uso del voto popular nacional??????y eso significa eliminar el colegio electoral si est????s de acuerdo firma nuestra petici??_n hoy,no topic,0,0,0,0,0,0,0,0,0
1994 crime bill???? mandatory minimums ??????truth sentencing?????? provisions require offenders serve vast majority sentences proven effective congress reduce eliminate provisions giving judges flexibility sentencing decisions that???? start reduce mass incarceration country you???? sign,safety,0,0,0,0,0,0,1,0,0
policies stop frisk ??????broken windows?????? policing trampled constitutional rights countless americans ?????? black brown communities ?????? measurable impact violent crime i???? ll end stop frisk directing justice department withhold federal funding law enforcement agencies continue employ similar practices i???? ll work congress pass legislation prohibit profiling levels law enforcement end stop frisk sign,"safety, social and cultural, economic",1,0,0,0,0,0,1,0,1
sixth amendment american accused crime attorney ?????? defendants afford public defenders resourced overworked overwhelmed expect fair trials balance resources sides case i???? ll fund federal public defenders expand targeted grant funding public defenders state level ensure tools effectively defend clients ensure public defenders paid fair salary work caseloads comprehensive defense clients i???? ll provide funding language cultural competency training including gender identity treatment individuals disabilities public defenders serve clients fight fairer justice system sign,safety,0,0,0,0,0,0,1,0,0
united states makes 5 world???? population 20 world???? prison population highest rate incarceration world 2 million people prison jail system result dozens choices we???? ve made ?????? choices stack deck poor disadvantaged make matters worse evidence clear structural race problems system today america criminal justice system rich powerful it???? long past time reform system plan reduce incarceration improve justice country changing choose criminalize reforming police behavior improving police community relations making structural justice system people incarcerated provide opportunities treatment education rehabilitation we???? ll continue supports returning citizens rejoin communities importantly we???? ll rethink approach public safety ?????? emphasizing preventative approaches law enforcement incarceration that???? we???? ll create real law order real justice country you???? ready fight equal justice law sign,safety,0,0,0,0,0,0,1,0,0
studies show capital punishment applied manner biased people color mental illness oppose death penalty warren administration reverse trump???? decision move forward federal executions congress abolish death penalty abolish death penalty sign,"safety, social and cultural",0,0,0,0,0,0,1,0,1
vast majority police officers sign protect communities people color disproportionately experience trauma hands law enforcement life altering consequences average people shot killed police day disproportionate number young black arrested entered system unduly penalizes minor infractions it???? time fundamentally change police work america funding works replacing failed policies effective evidence based practices violate individual rights reframing approach public safety prioritize prevention punishment improve justice country reforming police behavior improving police community relations you???? sign,"safety, social and cultural",0,0,0,0,0,0,1,0,1
elizabeth warren returning hampshire deliver speech addressing corruption fueled economic challenges facing working families plans stop corruption increase economic growth promote competition innovation build economy works event held saint anselm college thursday december 12th doors open event 10 00am event begin 11 00am,economic,1,0,0,0,0,0,0,0,0
i???? grateful grassroots supporter chipped raise 24 6 million quarter grassroots movement fight chip today make selfie line grow movement,no topic,0,0,0,0,0,0,0,0,0
billionaire mike bloomberg largest week tv advertising presidential candidate history ?????? 34 million week growing start ads reason personal fortune buy democratic nomination elizabeth campaign powered grassroots supporters make message country agree elizabeth democratic primary shouldn sale richest billionaire chip power movement,no topic,0,0,0,0,0,0,0,0,0
democratic campaigns begun stall handfuls wealthy supporters gearing start super pacs candidates can???? mobilize grassroots support means wall street billionaires giant corporations dump unlimited sums money democratic primary back candidate they???? ve strength grassroots movement win we???? ll political economic power hands put belongs ?????? hands people powerful special interests ready jump chance spend ridiculous amounts money primary ?????? we???? fighting that???? we???? building grassroots movement powered folks billionaires ceos you???? ready join chip today,governance,0,0,0,1,0,0,0,0,0
elizabeth???? ultra millionaire tax??????a cent tax fortunes 50 million??????would pay universal child care canceling student loan debt 95 minimum 50 billion investment hbcus wealthy affected tax started national television literally shedding tears writing op eds stop movement tracks michael bloomberg??????one billionaires attack elizabeth???? plan wealth tax??????is taking steps enter democratic primary wealthy connected scared warren presidency longer government caters they???? stop elizabeth grassroots movement winning let???? defeat billionaires make government economy work working people chip,"economic, social programs",1,0,0,0,0,0,0,1,0
kamala harris kirsten gillibrand ?????? women senators won 11 5 million votes elections ?????? forced race billionaires tom steyer michael bloomberg allowed buy democracy sale billionaires money buy election outright elizabeth running president money buy doesn sell time wealthy doesn hold fancy fundraisers special access big donors isn beholden corporate interests lobbyists fight working people root corruption washington source ?????? level playing field working people country sign join grassroots movement,governance,0,0,0,1,0,0,0,0,0
??????in medium post friday morning 29 women state legislators endorse sen elizabeth warren president calling candidate ??????fight families government back track ???? ?????? ??????the house members write warren???? plans approach governing aimed ??????putting end corruption led hampshire families left making government works ???? ??????,no topic,0,0,0,0,0,0,0,0,0
??????standing front american flag canopy colorful fall leaves massachusetts senator gave 1 100 people biography describing plans upend systems enriching corporations expense working americans ?????? ??????warren???? plans root corruption include ending ??????lobbying ???? closing ??????revolving door???? washington wall street making supreme court ??????follow basic rules ethics ???? ??????,"economic, governance",1,0,0,1,0,0,0,0,0
??????i honored endorsing elizabeth campaign???? women warren month women organize elizabeth state i???? reminded hampshire women ?????? women country ?????? underpaid work men elizabeth long fought equal justice opportunity gender race age sexual identity immigration status ?????? ??????she fight build america works comprehensive policy plans meant ensure government works ?????? top elizabeth understands economic injustice core system failing families hampshire county ready change ??????,"social and cultural, immigration, economic",1,0,0,0,1,0,0,0,1
??????matthew brown concerned father room filled empowering energy makes clear nation capital ?????? ???? beneficial universal pre universal health care important young daughters love female president ???? brown ??????,social programs,0,0,0,0,0,0,0,1,0
??????the battle hearts hampshire progressives time senator elizabeth warren winning ?????? ??????she won minute standing ovation thousands party activists saturday top poll released sunday beat interviews approximately dozen hampshire democrats week ??????,no topic,0,0,0,0,0,0,0,0,0
society economy demand women ?????? place burden black latina native american women color that???? plan set executive actions day warren administration boost wages women color open pathways leadership positions deserve it???? time government work women color ?????? boost economy process,"economic, social and cultural",1,0,0,0,0,0,0,0,1
homeownership reach families ?????? black families decades outright discrimination federal government denied black families kinds homeownership subsidies white families government regulators warning signs predatory financial institutions targeted minority communities subprime mortgages sucked billions dollars wealth communities black homeownership rate today housing discrimination legal we???? solve housing crisis nibbling edges tackle head ?????? big comprehensive solutions match size problems that???? housing plan america,"economic, social and cultural",1,0,0,0,0,0,0,0,1
financial institutions insurance industry underwrite fund dirty fossil fuel investments world play key role stopping climate crisis big banks increased fossil fuel investments paris climate agreement signed climate risk disclosure act require banks companies price exposure climate risk valuations raising public awareness dependent economy fossil fuels clear warren administration longer allowed shift burden rest click learn plan hold big banks accountable role climate crisis,"environment, economic",1,1,0,0,0,0,0,0,0
??????the plan includes range specific policy prescriptions promise pursue criminal penalties polluters spike funding programs guarantee clean drinking water considered holistically plan represent sharp departure trump era experts concerns sidelined ????????????our crisis environment injustice result decades discrimination environment racism compounding communities overlooked long ???? statement accompanying plan ??????justice secondary concern ???? ??????,"environment, social and cultural",0,1,0,0,0,0,0,0,1
??????warren???? promise outset campaign hold traditional closed door fundraisers wealthy drew skepticism party strategists campaign defied doubters fundraising juggernaut raised 24 6 million past quarter trailing sanders democratic primary contenders significantly outpacing candidates held traditional fundraisers ??????look pretty straightforward ???? warren told cbs news ??????either democracy works electing president closed doors bazillionaires corporate executives lobbyists scooping money it???? grass roots let???? build ground ???? ??????,governance,0,0,0,1,0,0,0,0,0
????????????on issue issue widely popular policies stymied giant corporations billionaires don???? pay taxes follow rules money influence stand big structural change ???? warren writes plan ??????we???? ve call corruption plain simple ???? ??????,economic,1,0,0,0,0,0,0,0,0
??????it secret fan medicare impressed senator elizabeth warren campaign reached independently review proposed financing plan program numbers add plan fully finances program imposing taxes middle class families ??????,"social programs, economic",1,0,0,0,0,0,0,1,0
??????it???? concern rhodes straight warren ??????when talk friends family people country ??????we love elizabeth warren love policies beat donald trump ???? ???? ????????????how start fight win ???? warren responded rhodes ????????????i what???? carry democrats playing safe you???? ve give people reason show vote that???? i???? ???? ??????,no topic,0,0,0,0,0,0,0,0,0
??????if winning democratic nomination requires wooing party???? progressive wing harnessing power activist women senator elizabeth warren plan ??????at rally york city???? washington square park monday evening hours beat senator bernie sanders coveted endorsement working families party warren laid reaching anti corruption plan rooted campaign long history women reformers ??????but speech served road map path nomination positioning warren candidate race knit women voters progressive activists propelled democrats midterm victories 2018 ??????,social and cultural,0,0,0,0,0,0,0,0,1
??????state rep francesca diggs rumney ??????getting money politics government works families top concerns elizabeth warren???? campaign finance reform plan puts interests people showing issue top priority reasons support ???? ??????,governance,0,0,0,1,0,0,0,0,0
??????no embraced hampshire democratic party???? state convention saturday elizabeth warren ??????the massachusetts senator stage standing ovation lasted minutes thunderous applause frequently interrupted speech amplified inflatable noisemakers distributed crowd ??????win warren ???? attendees yelled ????????????there lot stake people scared ???? ??????but can???? choose candidate don???? we???? scared ???? ????????????i afraid ???? ms warren called ??????grass roots movement???? create structural change ??????and democrats win can???? afraid ???? ??????,no topic,0,0,0,0,0,0,0,0,0
??????sen elizabeth warren massachusetts thursday put labor platform restore relationship part reversing hostility workers shown trump administration ?????? ??????warren describes labor package ??????the progressive comprehensive agenda workers deal ???? ?????? ??????her proposals exceed deal standard part workers organized labor lost ground decades modern labor landscape requires initiatives weren???? contemplated ??????30s ??????,economic,1,0,0,0,0,0,0,0,0
??????sen elizabeth warren leading candidate democratic presidential nomination brought message ??????big structural change???? crowd 8 500 people waterfront park thursday san diego campaign appearance ?????? ??????she picked endorsement state assemblywoman lorena gonzalez san diego ???? today elizabeth warren laid labor worker plan ve entire life plan ???? gonzalez union leader introduced warren ??????,economic,1,0,0,0,0,0,0,0,0
ordered official team warren merch order 12 9 time holidays click holiday items bring spirit big structural change season,no topic,0,0,0,0,0,0,0,0,0
hear official team warren store spanish language collection we???? offering day discount official campaign store enter code dreambig checkout 25 order click check collection show campaign swag ????la tienda oficial del equipo warren tiene una nueva colecci??_n de camisetas en espa?? ol ????estamos ofreciendo descuento por solo d??_a en nuestra tienda oficial de la campa?? ingresa el c??_digo dreambig al finalizar tu compra para obtener descuento de 25 haz clic aqu??_ para ver la colecci??_n vestir tu camiseta de la campa??,no topic,0,0,0,0,0,0,0,0,0
ambassador gordon sondland job writing 1 million check donald trump???? inaugural committee washington corruption worst i???? ve pledged give ambassadorial positions wealthy donors??????and candidate,governance,0,0,0,1,0,0,0,0,0
we???? tired freeloading billionaires don???? pay fair share show brand limited edition ??????i???? tired freeloading billionaires?????? sticker chip amount hit fundraising goal we???? ll send free,economic,1,0,0,0,0,0,0,0,0
rich powerful made economy works thinner thinner slice top accept nibbles edges it???? time billionaires pay fair share we???? ve sticker show billionaires pay fair share limited edition ??????i???? tired freeloading billionaires?????? sticker chip amount hit fundraising goal we???? ll send free sticker team warren store don???? miss chance donation helps power grassroots movement root corruption washington put power hands people chip amount hit fundraising goal we???? ll send free,economic,1,0,0,0,0,0,0,0,0
check team warren???? pride collection we???? ve tees tanks totes show world dream big fight hard live proud check collection official campaign swag,no topic,0,0,0,0,0,0,0,0,0
elizabeth meets young women campaign trail elizabeth running president ?????? girls asks pinky promise they???? ll remember you???? ve chance make pinky promise elizabeth simply fight make make history woman white house show support official women warren shirts click shop collection,no topic,0,0,0,0,0,0,0,0,0
higher education opened million doors it???? daughter janitor teacher law school professor senator eventually candidate president united states today it???? virtually impossible young person find kind opportunity states invested student community colleges public year colleges schools raised tuition fees make gap stepping hold states accountable pick tab costs reasonable federal government option pushing families can???? afford pay outrageous costs higher education taking loans that???? i???? calling transformational ?????? cancellation 50 000 student loan debt 42 million americans we???? ve cleared debt that???? holding entire generation americans ensure student debt crisis recognizing public college education public 12 education ?????? basic public good free tuition debt graduation,social programs,0,0,0,0,0,0,0,1,0
???? student loan debt ???? warren asked crowd ??????anybody student loan debt ???? ??????she asked people audience phones plug student debt amounts calculator found directly 2020 presidential campaign website ??????the calculator poses short series questions ?????? type schooling individual loans student debt accumulated total income previous year calculator information determine individual student debt canceled warren plan ??????according cnn warren plan eliminate 50 000 student debt living household earns 100 000 year people households make 100 000 250 000 annually student debt canceled sliding scale proportional income business insider reported households making 250 000 qualify student debt cancellation ??????,social programs,0,0,0,0,0,0,0,1,0
i???? ve heard billionaires don???? support cent wealth tax cry paying fair share we???? ve perfect mug head official warren president shop ??????billionaire tears?????? mug,economic,1,0,0,0,0,0,0,0,0
november 2019 billionaire leon cooperman brought tears live television discussing prospect president elizabeth warren require pay fair share taxes response we???? ve mug head shop,economic,1,0,0,0,0,0,0,0,0
issues discussed tonight???? democratic debate touch people country everyday lives lot good ideas fix things majority americans don make change??????because corruption,no topic,0,0,0,0,0,0,0,0,0
i???? tired freeloading billionaires join grassroots campaign,no topic,0,0,0,0,0,0,0,0,0
debate stage made clear i???? tired freeloading billionaires wealth tax asks cents billionaires fund universal pre free college you???? sick freeloading chip join campaign,"economic, social programs",1,0,0,0,0,0,0,1,0
ensure country opportunity succeed cent wealthtax ?????? universal child care pre ?????? 800 billion dollars public schools ?????? 50 billion hbcus ?????? cancel student loan debt demdebate,"economic, social programs, social and cultural",1,0,0,0,0,0,0,1,1
?????? plan impose 2 tax fortunes 50 million fund universal child care pre kindergarten provide tuition free college invest 50 billion historically black colleges cancel student loan debt estimated 42 million people ???? des moines register political soapbox iowa state fair saturday ????????????we couple hundred billion dollars left broken america ???? warren ??????every time budget it???? statement values important leave cents bazillionaires cents invest kids ??????well i???? investing kids ????,"economic, social programs",1,0,0,0,0,0,0,1,0
iowa warren attended 36 events spoken 7 000 iowans 5 000 selfies trips employs 50 paid staff members state garnered attention top local democrats ????????????i???? ve 90 town halls i???? ve literally thousands questions i???? ve 20 states puerto rico yeah we???? coming 30 000th selfie ???? warren told audience ??????that???? build grassroots movement ???? ??????it real honor chance talk folks iowa kinds make make real difference touch people???? lives ???? ??????,no topic,0,0,0,0,0,0,0,0,0
??????u sen elizabeth warren massachusetts democrat spent evening usc aiken speaking length hundreds people gym overflow crowd gathered nearby lawn event attended total 925 people campaign ????????????this moment american history organized build grassroots movement persist build country values ???? warren wrapping stump speech addressing outdoor crowd senator ready turn state region republican safe haven blue,no topic,0,0,0,0,0,0,0,0,0
??????warren told crowd she???? spent adult life working answer questions ??????why path rocky working people america ???? things ??????particularly rocky african americans ???? ??????warren explained history redlining discriminatory practice systematically denied black people loans buy houses decades ??????that gap white homeownership black homeownership 27 points back discrimination legal today 31 points that???? america that???? working ???? ??????,"economic, social and cultural",1,0,0,0,0,0,0,0,1
violent white nationalist attacks place times places country share common intended create fear motivated hate bias incompatible values place american life fbi logged 7 000 hate crimes year government???? surveys suggest hundreds thousands unreported uncategorized warren administration tool defeat domestic wing terrorism here???? we???? ll we???? ll prioritize investigation prosecution white nationalist violence resources departments justice homeland security we???? ll tackle gun violence expanding background checks keeping guns hands violent preventing perpetrators hate crimes owning firearms we???? ll invest early prevention extremist violence teaching tolerance addressing incitement violence internet we???? ll reform police forces protect targeted communities tackling racially discriminatory policing separating law enforcement immigration enforcement holding officers accountable violate person???? constitutional rights hate stand ?????? that???? i???? fight hope you???? ll join sign today,safety,0,0,0,0,0,0,1,0,0
mortgage crisis large private equity firms country???? biggest landlords ?????? big win wall street huge loss america???? renters can???? letting firms loot economy pad pockets working families suffer i???? ll protect renters unjust eviction discrimination i???? ll stop federal dollars predatory landlords long history harassing tenants forcing tenants live dangerous indecent conditions redlining communities protect america???? renters exploitation sign you????,economic,1,0,0,0,0,0,0,0,0
american decent affordable safe place live skyrocketing rents crushing millions families landlords exploiting power tenants plan protect renters unjust eviction discrimination make housing affordable invest quality public housing agree protect empower renters sign today,economic,1,0,0,0,0,0,0,0,0
elizabeth head team warren store stock official merch fight big structural change mugs catch billionaire tears sweatshirts warm knocking doors tote bags carry elizabeth???? plans click products pick friends dream big fight hard,no topic,0,0,0,0,0,0,0,0,0
red tide devastated florida sixteen months back??????killing fish causing beaches smell death fighting green deal beaches stay safe add,environment,0,1,0,0,0,0,0,0,0
team warren busing supporters columbus georgia atlanta hear elizabeth warren speech clark atlanta university november 21st bus pick supporters 11 30am 12pm leave promptly 12pm,no topic,0,0,0,0,0,0,0,0,0
insurance companies big pharma republicans fight plan improve health care making medicare won???? easy i???? ll fight heart simple reason spent lifetime learning working families broke huge reason health care costs families shouldn???? bankrupt health care costs i???? president i???? power make person here???? plan ?????? starts day office 100 days i???? ll give 50 older option enroll existing medicare program person america join medicare option cost i???? ll lower cost lifesaving drugs insulin i???? ll crack washington corruption stop insurance drug companies blocking real change end year president we???? ll vote transition medicare point millions americans experienced full benefits medicare they???? ll compare system corrupt wasteful system exists today choice clearer medicare cheaper care you???? fight medicare sign today,"social programs, economic",1,0,0,0,0,0,0,1,0
brothers served military responsibility service members military families veterans commander chief lead armed forces awareness unique challenges service members military families face difficulties veterans encounter navigate va transition civilian life exercise care deploy forces abroad care veterans uniform prioritize important strategic asset ?????? people ?????? reform pentagon spending address pressing national security crises complicated it???? government promises served ?????? it???? values honor veterans ending endless wars reining bloated defense budget reducing influence defense contractors pentagon bringing troops home responsibly ?????? providing veterans benefits they???? ve earned that???? i???? ve put comprehensive plan promises service members veterans military families sign today you????,military,0,0,0,0,0,1,0,0,0
time put power hands people proud fight alongside ayanna pressley big structural change chip join fight big structural change,no topic,0,0,0,0,0,0,0,0,0
elizabeth visit hampshire state house wednesday november 13 file declaration candidacy democratic primary join,no topic,0,0,0,0,0,0,0,0,0
insurance drug companies spend millions political contributions disinformation campaigns medicare order billions profits flowing fight back truth medicare plan covers saves middle class whopping 11 trillion paid largely holding corporations wealthiest 1 accountable middle class won???? pay penny taxes don???? don???? fight fight make medicare reality americans sign today you????,"social programs, economic",1,0,0,0,0,0,0,1,0
lot people curious i???? ll pay medicare president i???? ve plan i???? proud it???? health care plan presidential primary lays full cost pay spoiler alert doesn???? raise middle class taxes penny saves american families 11 trillion health care costs ten years here???? works taxes middle class families ?????? plan americans 11 trillion tax break costs covered making wealthiest 1 big corporations pay fair share you???? sign today,"social programs, economic",1,0,0,0,0,0,0,1,0
mueller report congress duty begin impeachment failing act congress complicit trump???? latest attempt solicit foreign interference aid elections constitutional duty impeach president president sitting oval office continues commit crimes continues justice department won act believes congress won???? thinks he???? law he???? ll mitch mcconnell complicit senate vote bill passed house states localities protect foreign attacks elections president previously welcomed 1974 democrats republicans united support impeachment mutual contempt nixon mutual respect rule law congress refused complicit future law breaking nixon presidents it???? time congress step act you???? sign,"foreign policy, governance",0,0,1,1,0,0,0,0,0
today climate change poses existential threat scientific challenge effects ?????? record floods devastating wildfires 100 year storms happen year ?????? costing lives billions dollars damage here???? plan tackle climate change head invest 2 trillion ten years american green research manufacturing exporting ?????? linking american innovation directly american jobs helping achieve ambitious domestic international targets green deal science clear reduce america???? emissions net 2030 fall short reduction global emissions needed avert climate crisis widespread domestic international adoption clean renewable emission free energy technology meet goals green deal that???? i???? proposing green marshall plan ?????? commitment tools diplomatic economic arsenal encourage countries purchase deploy american made clean energy technology includes federal office dedicated selling american made clean renewable emission free energy technology abroad 100 billion commitment assisting countries purchase deploy technology sign agree it???? time green marshall plan,environment,0,1,0,0,0,0,0,0,0
access quality reproductive health services including safe legal abortion essential woman???? health economic security systemic barriers made difficult black women access reproductive care dark moment people scared angry president begin fix undo damage trump administration???? efforts undermine women health care plan lays steps fight back,social and cultural,0,0,0,0,0,0,0,0,1
it???? ll working make big structural change happen join team signing today,no topic,0,0,0,0,0,0,0,0,0
watch message elizabeth it???? ll working make big structural change happen it???? universal child care canceling student loan debt ending corruption washington fighting climate change elizabeth plan ?????? part join team signing today,"social programs, environment",0,1,0,0,0,0,0,1,0
america???? public schools kid america access high quality public education ?????? matter zip code live color skin money parents make betsy devos disaster secretary education funding public 12 education inadequate inequitable long we???? failing treat public school teachers paraprofessionals school staff professionals pay listen give support ve plan invest public schools ensure kid america access high quality public education plan ?????? fund schools adequately equitably students access great public education ?????? renew fight segregation discrimination schools ?????? provide warm safe nurturing school climate kids ?????? treat teachers staff professionals ?????? stop privatization corruption public education system paid ultra millionaire tax cent tax fortunes 50 million students public school educators parents deserve president fight ?????? that???? kind president i???? ll add support plan public education,"social programs, social and cultural, economic, governance",1,0,0,1,0,0,0,1,1
ve plan invest public schools ensure kid america access high quality public education we???? invest hundreds billions dollars public schools paid ultra millionaire tax means we???? ll quadruple title funding ?????? additional 450 billion 10 years ?????? child high quality public education we???? ll invest additional 200 billion special education additional 50 billion school infrastructure additional 100 billion ??????excellence grants?????? give schools chance invest programs resources important students add support plan invest billions dollars public schools ?????? paid cent tax ultra millionaires,"social programs, economic",1,0,0,0,0,0,0,1,0
