text,Gold Label
"...and I won’t throw in a free car either. We have an obligation to have people’s backs, be honest about what we can pay for, and be smart about how we do it. #DemDebate",no topic
"I sat down with Cecile Richards to talk about how we must do more to protect the rights of women in this country.

I want to thank Cecile, Refinery29 and Supermajority for having me.",social cultural
Donald Trump will always put his wealthy and well-connected friends first — that should come as no surprise. But to allow the banks to do it on the backs of small business owners in the middle of a global pandemic is a new low — even for him.,"economic, health, covid"
"Today is Holocaust Remembrance Day, which marks the liberation of Auschwitz 75 years ago. We must never forget the horror of  the Holocaust, we must always remember the 6 million Jews and other victims who were killed, and we must vow never again as we fight anti-Semitism.",social cultural
Right To Try has produced some truly spectacular results and we are using it to fight the Invisible Enemy!,"covid, health"
Join our Grassroots Strategy Summit with Campaign Manager Jen O'Malley Dillon. Tune in:,no topic
"Call it a W. Thank you, Texas.",no topic
Ending gun violence is on the ballot. We have to take on the powerful gun lobby and pass common-sense measures that will keep our kids safe. I've beaten the NRA twice — and I'll do it again as president.,safety
"NEW POLL: We’re picking up momentum in the latest national poll.

We’re working as hard as we can to spread our message about building an America where everyone counts.

Join our team ⏩ http://bit.ly/jc2020-hc",no topic
"One great way to help our campaign from anywhere in the country is to phonebank. Sign up and spread the message in your state. Help reach out to supporters and invite them to events in Super Tuesday states, your state could be next! Sign up at tulsi2020.com/phonebank today. Our campaign is people powered and your support truly matters!",no topic
Army Staff Sgt. Christopher Hake was hit by a roadside bomb and made the ultimate sacrifice for our country. To his wife Kelli and his son Gage: Chris will live in our hearts forever.,no topic
"WATCH: Military Families for Trump with Kimberly Guilfoyle, Kelli Hake, and Joe Kent! Veterans for Trump

Text TRUMP to 88022",no topic
“That’s what makes New Hampshire unique. We take picking the next president very seriously.”,no topic
"Here are some facts: There are more Black men under correctional supervision than were enslaved in 1850, and we still treat addiction and mental illness in this country by locking people up instead of giving them access to health care.

We’re not going to fix our broken criminal justice system with lofty promises made during a campaign or a carefully thought out tab on a campaign website—this work is hard. Every single candidate in this race needs to be able to explain why they can be trusted to do this work because it’s bigger than any one of us. This work is about redeeming and repairing, and finally building a justice system that treats all people equally under the law.","safety, social cultural, health"
Heartbreaking news about the utterly tragic passing of the incomparable Kobe Bryant. May he Rest In Peace and God Bless him and his family. Life is so precious.,no topic
"We made it to Dallas, where we're wrapping up our Texas tour with new friends. Thanks to everyone who came out to see us today and who supported us all over the country. 

The stars in Texas are big & bright, and so is America's future. #GetItDone",no topic
"ICYMI: Team Trump Online with Corey Lewandowski, Rep. Matt Gaetz, and Rep. Elise Stefanik!

Text TRUMP to 88022",no topic
"We’re so, so close to reaching our goal for the Democrats Abroad ballot, but still need a final push before petition signing ends on January 6.

The Global Presidential Primary is happening soon, all across the world. Your vote has a huge impact on the outcome of this historic nominating process.

If you are a US Citizen living abroad, or know anyone who is, here’s how you can help make sure I get on the ballot:

Register as a Democrat Abroad: https://www.democratsabroad.org/join

Sign my petition: https://www.democratsabroad.org/steyer-petition",governance
I will be signing our very large and comprehensive Phase One Trade Deal with China on January 15. The ceremony will take place at the White House. High level representatives of China will be present. At a later date I will be going to Beijing where talks will begin on Phase Two!,foreign policy
THANK YOU MISSISSIPPI! #KAG2020,no topic
"""The way forward is a new human-centered version of capitalism that actually uses the markets to improve our families' lives."" #DemDebate",economic
"We will get through this difficult time by looking out for one another and protecting the vulnerable. What is something someone has done to help you, or what have you done to reach out to others?",no topic
"I have won every race, every place, every time.

Every single one of my Republican opponents I’ve beaten has gotten out of politics for good. 

I think that sounds pretty good with the guy we have in the White House right now.",no topic
"Join me in New York City at our campaign HQ and attend a very special event on January 28th. 

Trip includes airfare & one night of hotel accommodations for winner + guest. 

Enter here: mikebloom.bg/Jan28",no topic
"Iain Lanphier aspires to go to the Air Force Academy, and then he has his eye on the Space Force! Sitting behind Iain was his greatest hero of them all. Charles McGee one of the last surviving Tuskegee Airmen, is also Iain's grandfather!",no topic
"Regardless of your politics, you should listen to this longtime public servant. America needs moral clarity.

""To be blunt, an amoral, keep-'em-guessing foreign policy that substitutes threats, fear and confusion for trust cannot work over the long haul.""",foreign policy
Only a few hours left until our contest for a signed Yang 2020 sweatshirt made in collaboration with Donald Glover ends! Donate now for a chance to win! https://yang2020.social/46GiveawaySocial,no topic
"Glad to have The Charlotte Post's endorsement. 

North Carolinians are ready to defeat Donald Trump and rebuild America. Together, we will #GetItDone!",no topic
"Republicans feel that Social Media Platforms totally silence conservatives voices. We will strongly regulate, or close them down, before we can ever allow this to happen. We saw what they attempted to do, and failed, in 2016. We can’t let a more sophisticated version of that happen again. Just like we can’t let large scale Mail-In Ballots take root in our Country. It would be a free for all on cheating, forgery and the theft of Ballots. Whoever cheated the most would win. Likewise, Social Media. Clean up your act, NOW!!!!",governance
White House news conference at 5:30 P.M. Eastern. Thank you!,no topic
Family gathering.,no topic
"This is the most consequential election of our lifetimes. And winning means having the resources to win the Caucuses and take on Trump. 

If you’re with me, please chip in. This is the most important fundraising deadline of our campaign and we need all hands on deck:",no topic
"I keep listening to the same debate on Medicare for All but it’s not real. Two-thirds of Senate Democrats aren’t on the bill. It would kick 149 million Americans off their current health insurance in 4 years. 

I will build on the Affordable Care Act—not blow it up. #DemDebate","health, social programs"
"Over a year since launching this campaign, I'm more optimistic than ever because of our grassroots movement here in Iowa City, and all across the country. It’s made me a better candidate—and you’ll make me a better president.",no topic
"Everyone thinks I have a massive data operation fueling my campaign.

But really it’s just Oz Pearlman predicting the future.",no topic
Tonight at 8:30pm EST I'll be live on a video call to provide a campaign update and take questions from supporters across the country. RSVP here:,no topic
"What I said in 1990 is true today: there is no reason why the United States of America, the wealthiest country in the history of the world, cannot make health care a right for all. All it takes is the political will.","health, social programs"
"The only people on this debate stage who have won every single election that they've been in are the women.

We need a candidate who will excite all parts of the Democratic Party, bring everyone in, and give everyone a Democrat to believe in. That's my plan—and that is why I’m going to win. #DemDebate",no topic
"Today is #WrongfulConvictionDay, a day to acknowledge the ways the justice system continues to fail innocent people around the country. The job of a prosecutor is to uphold justice, not obstruct it. Prosecutors: do your job.",safety
"The Trump administration wants to weaken the law that bars American companies from bribing foreign officials. That’s corruption, plain and simple. I have a plan to reform our global financial system—and fight corruption at home and abroad.","economic, governance, foreign policy"
"Tulsi Gabbard LIVE on the road - Coffee & Toffee with Tulsi - West Branch, IA

Stand with Tulsi - Donate here: https://tulsi.to/donate-now

Join Tulsi in a conversation with friends in West Branch, IA. Tune in to our livestream.

#TulsiGabbard #TULSI2020 #Tulsi #Iowa",no topic
BIG WINS ON SUPER TUESDAY: Bernie reacts to the Super Tuesday results and gives an update on how we will win the nomination.,no topic
"The American people have not forgotten that just two years ago, Republicans gave a trillion dollars in tax breaks to the top 1% and large corporations. Now, as we face this terrible crisis, we are not going to let them punish low-income workers. A great nation is not judged by how many billionaires it has. It is judged by how it takes are of working people and the most vulnerable.",economic
"LOUISIANA — Tomorrow, you will head to the polls and VOTE to REPLACE Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor! Get out and vote for either Ralph Abraham or Eddie Rispone (BOTH GREAT)!",no topic
"My friends and colleagues Kamala Harris and Cory Booker have led the fight to repair the damage done by failed anti-marijuana policies. I am proud to support the MORE Act and the Marijuana Justice Act, and will continue to fight for those reforms as president.",safety
"As I have said from the beginning of this campaign, Donald Trump is the most dangerous president in our modern history, he must be defeated, and I will do everything in my power to make that happen. On Sunday night in the first one on one debate on this campaign, the American people will have the opportunity to see which candidate is best positioned to accomplish that goal.",no topic
"This is your campaign. 

Together, we will win.",no topic
"Communities on the front lines of the climate crisis have already faced industrial pollution, devastating floods, ruined lands, and poisoned water.

Justice cannot be an afterthought in our fight against climate change—it must be central to our fight. ewar.ren/envi-justice","environmental, safety"
We will overcome this — together.,no topic
"On my way back to Iowa. 

It’s #Phase4. Let’s do this: p4a.us/Iowa-9",no topic
Evelyn has requested I never cook again...,no topic
"There is a long history of mistakes in capital punishment, especially when it comes to Black and Brown people. Rodney Reed's execution should be halted—and it's time to end the death penalty for good.","social cultural, safety"
We have to make sure that no hospital or health care provider can discriminate against someone simply because of who they are or whom they love. #EqualityTownHall,"health, social cultural"
"Join me LIVE in Minneapolis, MN!

Text TRUMP to 88022 for Campaign Updates!",no topic
We owe so much to every single worker on the front lines of this crisis. The least we can do is provide them the pay and protection they need and deserve. Here's what I would do if I were president:,"health, covid, economic"
"Thank you to the Coalition for Humane Immigrant Rights for your powerful work advocating for immigrant rights, and for sharing your stories with me. Together, we can build an America where every person has value—an America that’s about creating opportunity for everyone.",immigration
"""We need to have the jobs of the future be organized around what we want to do, what our communities need and value, as opposed to some narrow idea of what the market values.""  #YangGang",economic
"Trump from the very beginning downplayed the threat of this virus, and I think his inaction has cost the lives of many, many Americans. A serious president would listen to and bring together the experts in this country and around the world, not undermine the doctors and the scientists who are trying to help the American people.","covid, health"
"We need to stand up to politicians who lead by following polls—regardless of party.

We need to buy back every single AR-15 and AK-47.",safety
"Trump's economy is not as strong as he claims: wages are stagnant and jobs are clustered in too few places.

We must build an economy that works for all Americans, all across the country.",economic
"Just days ago, the press and the pundits declared our campaign dead. But after tonight, it's clear we are very much alive — and we need your help to keep the momentum going.

Chip in to help us make the most of our big victory in South Carolina:",no topic
Honored to have the support of such impactful leaders in South Carolina’s faith community.,no topic
"Coronavirus numbers are looking MUCH better, going down almost everywhere. Big progress being made!","covid, health"
"Many Republican Senators want me to Veto the FISA Bill until we find out what led to, and happened with, the illegal attempted “coup” of the duly elected President of the United States, and others!",governance
"We rocked the California Democratic Party 2019 Fall Endorsing Convention!

- Sarah, Team Marianne 2020

[https://www.youtube.com/watch?v=gJcC_3aFhFc&]",no topic
"We must protect every single American worker because there is no alternative. If we do not protect the working people of this country by guaranteeing 100% of their paychecks and ensuring they get all the health care they need during this crisis, you are going to see a collapse of the economy.","economic, health, covid"
"Donald Trump put a Neo-Nazi in charge of immigration policy. 

Both him, and Stephen Miller, are a shame to our nation.","immigration, social cultural"
The powerful gun lobby has controlled our politics for far too long. Enough is enough. We the people own this country — not the NRA.,safety
"This is it. In 5 days, Iowans get to decide. If you’re ready for something different, something better, I need your help: p4a.us/Iowa-5",no topic
"As president, I would never send an American soldier anywhere in the world without the equipment and protection they need. We should not do any less for the heroes on the front lines of the battle we’re in now.",military
Legalizing marijuana is about more than just allowing its use. It’s about undoing a century of racist policy that disproportionately targeted Black and Latino communities and rebuilding the communities that have suffered the most harm.,"safety, social cultural"
"Tell the Democrat Governors that “Mutiny On The Bounty” was one of my all time favorite movies. A good old fashioned mutiny every now and then is an exciting and invigorating thing to watch, especially when the mutineers need so much from the Captain. Too easy!",no topic
"We have less than 20 days left until the cutoff to get into the next debate in December. We need just under 10,000 more donors to the campaign.

And so I'm asking you—you can give $5, $10, $25—whatever you can give. 

DONATE here: https://secure.actblue.com/donate/julian-castro-december-debate-fund",no topic
"It is very important that we totally protect our Asian American community in the United States, and all around the world. They are amazing people, and the spreading of the Virus is NOT their fault in any way, shape, or form. They are working closely with us to get rid of it. WE WILL PREVAIL TOGETHER!","social cultural, covid, health"
Show the world you’re on Team Pete with one of our new profile frames: www.facebook.com/profilepicframes,no topic
Families are struggling to get by. They just want a chance—for themselves and for their kids. Julián Castro and I are fighting to make sure every family has a chance to thrive.,no topic
"I’m looking forward to returning to Exeter, New Hampshire, on Saturday, January 11. I’ll be speaking at Water Street Bookstore, 125 Water St., at 4 PM. Everyone is welcome. Details Here. 
https://www.mobilize.us/marianne2020/event/193942/",no topic
We need to raise $1M by december 31st in order to stay competitive and continue our momentum. Let’s put our grassroots message front and center in the most competitive early state media markets. Can you rush a donation and help us get back on track to our fundraising goal? tulsi.to/december,no topic
"I took an oath to uphold the Constitution of the United States of America. It says that no one is above the law—and that includes the president.

If we have an impeachment trial, I will be there because it is my responsibility. #DemDebate",governance
There are still MANY questions left unanswered about Hunter Biden!,no topic
"The D.C. Wolves and Fake News Media are reading far too much into people being forced by Courts to testify before Congress. I am fighting for future Presidents and the Office of the President. Other than that, I would actually like people to testify. Don McGahn’s respected lawyer has already stated that I did nothing wrong. John Bolton is a patriot and may know that I held back the money from Ukraine because it is considered a corrupt country, & I wanted to know why nearby European countries weren’t putting up money also. Likewise, I would love to have Mike Pompeo, Rick Perry, Mick Mulvaney and many others testify about the phony Impeachment Hoax. It is a Democrat Scam that is going nowhere but, future Presidents should in no way be compromised. What has happened to me should never happen to another President!","governance, foreign policy"
The world deserves America at our best.,no topic
Back to back events in Iowa today!  Huge thanks to the #YangGang for the incredible support.,no topic
"To everyone who has placed your faith in our campaign thus far, thank you. Your support means the world to me — and I hope I make you proud. I will do everything I can to bring this country together and restore the soul of our nation.",no topic
"BILLIONAIRES SHOULD NOT UNDERESTIMATE US: The billionaire class has incredible wealth and power. We're going to win this election anyway because we have something more powerful than all their money: we have the people on our side. Live now from Santa Ana, CA:",no topic
Yesterday's letter speaks for itself!,no topic
The 2008 financial crash would not have been averted if we had allowed the banks to be more racist. And anyone who thinks otherwise should not be the leader of our party.,"economic, social cultural"
"We need a candidate prepared to treat climate change like the existential threat it is. As president, I will use the emergency powers of the presidency to take on the climate crisis and protect the American people.",environmental
"Thank you California! Our victory has shown that Americans are ready for a government and economy that works for all of us, not just the 1%. Let’s go forward together.",economic
"I give you my word as a Biden: If I am elected president, I will do everything in my power to protect our children from gun violence.",safety
"Prime Minister of the United Kingdom, Boris Johnson, stated, “We should replace the Iran deal with the Trump deal.” I agree!",foreign policy
"“She inspires society to have a better vision of itself...”
- Mayor Ed Malloy of Fairfield, Iowa",no topic
On the way to the Rally against Fear in Grand Prairie,no topic
"I just stepped off the debate stage, and I want to say thank you for all the support after the last debate. Let’s do it again! ewar.ren/DemDebate_",no topic
"This is another clear warning sign that more needs to be done to keep as many people on payroll as possible. Fast, bold action to bolster American workers now will save more pain later. Congress must get to work immediately on the next package. We can't afford to waste time.",economic
"Thank you, Ames! Together we'll dream big, fight hard, and build the grassroots movement we need to win.",no topic
"Yuh-Line Niou and I are fighting for big, structural change—and that includes building a future in which women always have a seat at the table, and young girls see themselves represented in our government.",no topic
"Big News: Tom Tiffany of the Great State of Wisconsin has just become Congressman Tom Tiffany. He will do a FANTASTIC job for the people of Wisconsin, and the United States. Congratulations!",no topic
"From the moment he swore the oath of office, President Trump has attacked women and women's rights. 

He demeans women, using his bully pulpit - and his Twitter account. He threatens women's health and safety, through his policies and his judicial appointments. 

If you're ready to once again have a president who supports women - and who fights for them using the full power of the presidency - then welcome to #Bloomberg2020!","social cultural, health"
"Hunger today isn’t about scarcity — it’s about a massive failure in leadership. 

If I were President, I’d immediately work with Chef José Andrés to empower our restaurants to be part of the solution as families go hungry during the COVID-19 crisis.","health, covid"
Today’s the day — it’s primary day in New Hampshire!  Head to https://joe.link/NH-Call to make calls into the Granite State from wherever you are in the country to help get voters to the polls.,no topic
It took TWO MONTHS for Joe Biden to finally admit that my decision to restrict travel from China was the right call. WAKE UP JOE!,"foreign policy, covid, health"
"Honored to join Higher Heights for America PAC for this incredible event yesterday highlighting the voices and experiences of Black women. When Black women lead, we can accomplish anything.",no topic
Time flies when you're running for president!  Here's a quick look at last week. #YangGang #Yang2020,no topic
"We still have tickets for Dave Chappelle's special Yang Gang show in South Carolina available! Show your support and buy yours today! 

Columbia: https://yang2020.social/Chappelle-29-fb
Charleston: https://yang2020.social/Chappelle-30-fb",no topic
Tomorrow I will be making my pledge a reality!  Who’s with me?,no topic
"We're on our way to New Hampshire, on to the nomination, and on to chart a bold new course for our country. But only if you're with me. If you can, please chip in: p4a.us/CaucusDay",no topic
"LGBTQ+ RIGHTS ARE UNDER ATTACK: Trump wants the Supreme Court to allow employers to fire LGBTQ+ people because of their sexual orientation or gender identity. With the help of the LGBTQ Victory Institute, we will defeat this bigotry.","social cultural, governance, economic"
"It is one of the honors of my life to be supported by Rev. Jesse Jackson, a hero to me who has put his life on the line for 50 years fighting for justice. Together, we can, we must and we will defeat the most dangerous president in the history of this country.",no topic
"I've been worried that our economy is heading towards another crash—and coronavirus is already a serious economic threat. I've got a plan to address the economic impact, and I'm calling on Congress to act immediately.","economic, covid, health"
"To keep new cases from entering our shores, we will be suspending all travel from Europe to the United States for the next 30 days. The new rules will go into effect Friday at midnight.","foreign policy, covid, health"
White House news conference at 5:30 P.M. Eastern. Thank you!,no topic
Calling this president’s behavior childlike is an insult to children.,no topic
"We’re now at a point in the campaign where it up to those who support it to decide whether or not you wish it to continue. If everyone who supports it sends even $10 right now, we will be fine. Otherwise, we will have to end it very soon. If you send your own $10 and also ask your friends, spread the word, hold potluck dinners where everyone brings 10 or $20 that they’re going to give to the campaign, that is the kind of thing that will keep it afloat. For those of you who can, I hope you will reach into your pocket and give very generously. The maximum donation is $2800. I want to see the campaign continue because I believe we are holding a conversation unlike any other. I know in my heart that if all the mischaracterizations had not occurred after the second debate, I would’ve continued in the debates and everything would’ve been different. But I also know that we weathered that storm, and while the ridiculous caricatures of me have continued in the minds of many, there are also many many more who see me for who I am as a candidate and the campaign for what it is. It is time now for each of us to decide. We’re not really “in the conversation” if we’re not in the campaign. If you have given, please consider giving again. If you have not given, please do so now. Deep thanks... https://secure.actblue.com/donate/marianne-williamson-2020-committee",no topic
Facebook CEO Mark Zuckerberg is today criticizing Twitter. “We have a different policy than Twitter on this. I believe strongly that Facebook shouldn’t be the arbiter of truth of everything that people say online.” Did Twitter criticize Obama for his “you can keep your Dr.”?,no topic
"Grocery workers are at the front lines of this crisis risking their lives to keep the American people fed. They deserve hazard pay, child care and safe working conditions.","covid, health, economic, safety"
I certainly didn't send Soleimani any cash like Obama did!,no topic
"After we found out Trump was going to win, there was no question that justice was on the line. I told my team we had to fight. And that’s what I’ve done.",no topic
Donald Trump is determined to sabotage Obamacare and roll back the progress we’ve made. We can’t let him get away with it. We have to protect and build on the law to ensure every American has access to the health care they deserve.,"health, social programs"
We’re 24 hours away from the year we launch our new era and 34 days away from the Iowa caucuses. We can’t get there without your support. Chip in before tonight’s midnight deadline: p4a.us/okmse,no topic
"A message from Maya Rupert, my campaign manager:

We’re only 10,000 donors away from the donor threshold for the December #DemDebate. 

Donate now and help us check that box: bit.ly/JulianDebate5",no topic
The Fake News should report this accurately!,no topic
"Our 7 million contributions from 1.5 million people, averaging $18 a piece, mean more to me than any amount of money from billionaires ever could. I am not going to be controlled by a handful of wealthy people. We are a campaign by the working class, and I will be a president for the working class.",no topic
"With the courage of our doctors and nurses, with the skill of our scientists and innovators, with the determination of the American People, and with the grace of God, WE WILL WIN THIS WAR. When we achieve this victory, we will emerge stronger and more united than ever before!",no topic
"When are the Fake Journalists, who received unwarranted Pulitzer Prizes for Russia, Russia, Russia, and the Impeachment Scam, going to turn in their tarnished awards so they can be given to the real journalists who got it right. I’ll give you the names, there are plenty of them!",no topic
"We need a nominee—and a president—who can respond to the crisis of belonging gripping our nation.

I’m asking you to join me, vote for me, caucus for me—and help build a future defined not by exclusion but by belonging. #DemDebate",no topic
You shouldn't lose your health insurance if you lose your job. We need Medicare for All now.,"health, social programs"
"We’ve got to break through this current worldview that suggests that everybody has got to try to become a billionaire and you can lie, cheat, and steal and not pay attention to the suffering of others. That is a bogus vision. Our job is to say that if we stand together, everybody in America can have a decent-paying job, a shot at a good education, and health care as a right.","education, economic, health"
"These reports are deeply disturbing. Iranian Americans have the same rights as all other U.S. citizens and should be treated with dignity and respect at our border—not bigoted, xenophobic scrutiny.","immigration, social cultural"
"It is a somber day for our country. As Senators, we are representatives of the American people and it's our duty to protect and defend the Constitution.

The President leveraged the power of his office for personal gain and the choice before us is clear.

No one is above the law.

History will remember that the majority in this body did not seek out the evidence and instead decided that the President’s actions did not even require a second look.",governance
Check out some highlights from my interview on Iowa PBS.,no topic
"Cambridge, the Massachusetts primary is just two days away and we need all hands on deck. Join actress Susan Sarandon for our canvass launch today at 5:00 pm! RSVP at the link below.

WHERE:
Bernie 2020 Cambridge HQ
3 Sacramento St
Cambridge, MA 02138",no topic
"President Trump has disrespected our most decorated military leaders and Gold Star families. 

We need a president who honors the service of all women and men in uniform and a plan that supports them and their families.  

Here's how we'll #GetItDone: https://mikebloom.bg/38ew2QY",military
"From Greta Thunberg to the Sunrise Movement, the next generation is leading the charge to defeat climate change.

This crisis is also an opportunity. We need to pass a Green New Deal, unleash a clean energy economy, and create millions of well-paying, union jobs.","environmental, economic"
22-O in my endorsements of Congressional Candidates this season. California & Wisconsin won big on Tuesday. Thank you to all of those very brilliant Voters. You will not be disappointed!,no topic
Today I officially filed to be on the ballot in New Hampshire. I'm thankful for the opportunity to run—and happy to honor those that paved the way for me to do it. It makes me proud to show kids like me that it's possible for us to fight for what we believe in and do our best to make our country the kind of place that works for everyone.,no topic
We have to be able to say to our kids that you have intrinsic value because you are an American and you’re a human being. #DemDebate #YangGang,no topic
John Bolton and Gen. Petraeus (the instigators and architects of our regime change wars) and other neocons are all praising Trump's actions in Iraq. This tells us everything we need to know about Trump's Iraq/Iran/Syria foreign policy. And it's the opposite of what many Trump voters voted for. #TulsiWasRight #StandWithTulsi,foreign policy
"We’ve got 125+ staffers in 8 offices across North Carolina and thousands of volunteers who’ve been knocking on doors, calling voters, and building this campaign from Raleigh to Charlotte: 

You are carrying us to victory.

This weekend will be a pivotal moment for our campaign in the Tar Heel State. I hope you’ll join a local event to support us! Visit the link in my bio or go to events.mikebloomberg.com.",no topic
Working on boosting my name ID in Nevada.,no topic
"Let me be clear: now is not the time to allow large corporations to take advantage of this horrific crisis by ripping off U.S. taxpayers and profiteering off of the pandemic. We need an unprecedented response to protect working families and the poor, not bailouts for CEOs and huge corporations.","economic, covid, health"
Momentum is building in the Granite State.,no topic
It is time to bring our combat troops home. It is time to stop the endless war in Afghanistan. #DemDebate,"military, foreign policy"
ICYMI: Team Trump Online with Lara Trump and Sen. Lindsey Graham! #TeamTrump,no topic
95% Approval Rating in the Republican Party. Thank you!,no topic
"A democracy can only be strong if we the people are informed, involved, and working side-by-side. I will be your voice, taking the power back from the self-serving corrupt politicians, and usher in a new era of peace and national security, human dignity, and true equality.",no topic
"I’m running for president to take the Democratic Party back from those who continue to carry out the Hillary Doctrine of more regime change wars and escalating the new cold war, and instead lead with a new foreign policy that is truly of the people, by the people, and for the people --> https://tulsi.to/take-back",foreign policy
"Russia is interfering in our election again to help elect Donald Trump.

After members of Congress were briefed about this threat, Trump fired the acting Director of National Intelligence.

Trump is shredding the rule of law—and the integrity of our democracy.","foreign policy, governance"
Our record-breaking accomplishments are just the beginning - the best is yet to come!,no topic
"My parents taught me about hard work, honesty, and sacrifice. Growing up in Medford, MA, I shoveled snow, cut lawns and sold Christmas wreaths. I want to give everybody in this country the opportunity to thrive and to be happy - and I'll bring that work ethic to the White House as president.",no topic
"I have been on the ground in South Carolina more than any other candidate. My heart's in these issues. Win, lose, or draw, I will never stop working. I will never take a step back. I will never give in to the Republicans.",no topic
"The thin slice of folks at the top who benefit from our rigged economy push policies that help themselves and push the costs off on everyone else. And they tag any attempt to reform this system as ""divisive"" and ""extreme""—no matter how many Americans agree with it.",economic
"It’s always great to be back in Florida. 

Together, with your support, we will beat Trump and rebuild America.

Join us LIVE:",no topic
"WATCH: Team Trump Online with Lara Trump and Charlie Kirk!

Text TRUMP to 88022",no topic
White House news conference at 5:00 P.M. Eastern. Thank you!,no topic
"“We do not seek regime change” Trump declares as he escalates his regime change war against Iran. Neocons like Sen. Graham and Bolton are cheering. To all who voted for Trump because of his anti-war rhetoric, it’s time to realize he lied to you. Stand with me against Trumps Iran War! #TrumpsWar",foreign policy
"We had our Oklahoma City town hall at my former high school—where my high school debate trophy is still on display! Public school made me, and that debate team gave me so many incredible opportunities. I believe in our public schools, and that's why I'm fighting for them.",no topic
Abigail sure knows a lot about Las Vegas...,no topic
"STRONG & UNITED, WE WILL PREVAIL! GOD BLESS THE USA!!",no topic
‘ISIS leader Bakr al-Baghdadi’s demise is a triumph for civilization over barbarity’ - USA TODAY Editorial Board.,no topic
"Today’s the day, Iowa! Confirm your caucus location at IWillVote.com and make a plan to arrive by 6:30 PM CT.",no topic
The establishment is nervous because we have a real chance at winning not only California but the Democratic nomination. Bring your friends and family out to vote by finding your polling place at berniesanders.com/california. Help us make phone calls at berniesanders.com/call to get out the vote.,no topic
"Thank you to folks in Ottumwa, Osceola, and Indianola for your thoughtful questions and for bringing the enthusiasm that’s going to help us win the Caucuses in just 5 days.",no topic
"When I am in the White House, I will take responsibility for my job instead of passing it on.

I will reach across the aisle and work in good faith to get things done for the American people.

I will bring this country together instead of pushing it apart.",no topic
"When I was first elected mayor, the fires were still burning at Ground Zero. Many people questioned whether New York City had a future. But we picked ourselves up and we came back stronger than ever. We turned around a broken school system. We launched the most ambitious affordable housing initiative in history. We made the nation's safest big city even safer.  

I've never been someone to shirk from the toughest challenges. I didn't back then. And I won't now.","education,safety,social programs"
"A CAMPAIGN FOR THE WORKING CLASS: Nothing scares the billionaire class more than a strong union movement. It was the trade union movement that built the middle class in this country, and it is the trade union movement that is going to rebuild it once again. I’m proud to have the boldest pro-union platform in the history of American politics. When we are in the White House we will double union membership nationwide. Join me live in Cedar Rapids:",economic
"Come and join us tomorrow night in Portsmouth! If you can’t make it, join us through our Facebook Live! #StandWithTulsi",no topic
We not only need to put a moratorium on utility shut-offs across the country. We must restore utility services to anyone who has had their utilities shut off.,"safety, economic"
"I'm going to fight like hell to build a country that works for everyone.

Watch our new Colorado ad. And if you're a Colorado voter, remember to mail in your ballot!",no topic
"Throughout my travels in Nevada, I’ve been inspired by the support I’ve received in big cities and small towns.

Today I’m grateful to receive the endorsement of outstanding leaders and public servant from the Silver State.",no topic
"The political establishment and powerful special interests are terrified. Why? Because they know that we have the momentum to win this nomination. We are building an unprecedented grassroots movement that speaks to the need of working people. That is how we are going to defeat Donald Trump, and that is how we are going to transform this country.",no topic
Join Senator Kamala Harris for a town hall addressing the impact and disparities of COVID-19 in the Black community.,"covid, health, social cultural"
"Millions of Americans across this country already know deep down in their bones that our democracy has been hijacked by the rich and powerful. That's corruption, plain and simple. It's time for big, structural change.",no topic
DIRTY COP JAMES COMEY GOT CAUGHT!,no topic
Congratulations to Sleepy Joe Biden!,no topic
"This is a good step, but it's only the beginning. Now, it's time to impeach President Trump and remove him from office.",governance
"It's not just about having a job—it's about having a good job. Workers are struggling with unpredictable schedules and jobs that won't give them enough hours to qualify for benefits, support their families, or build a future. 

I've got a plan for that.",economic
“Bernie Sanders definitely believes and knows for a fact that disability rights are civil rights.” –Jillian Mercado,social cultural
"I will host a Keep America Great rally TOMORROW at 7:00 PM EST at The BB&T Center in Sunrise, Florida! JOIN ME for my homecoming rally: bit.ly/2qJuGNr",no topic
"There used to be a basic bargain in this country—when you worked hard, you shared in the prosperity you helped create. But CEOs and Wall Street continue to put profits over workers. It's wrong.

We have to restore the dignity of work and ensure everyone earns what they deserve.",economic
"Let’s be clear: 2020 is our chance to root out corruption in Washington and return power to the people.

But that means we’ll need everyone pitching in to keep building our movement. Donate to our grassroots campaign, and let’s do this together.",no topic
"UNIDOS CON BERNIE: The American people are ready for a political revolution, and we're grateful to all those who are a part of this movement. Join our Unidos Con Bernie holiday party in Des Moines:",no topic
"We started with one of the most diverse fields in our history. It's a damn shame that the only African American woman in this race is no longer in it, and we're spiraling toward a debate stage without a single person of color.",social cultural
"Donald Trump either read his daily briefings and ignored the warnings, or didn't read them at all. Either way, it's a complete and unjustifiable dereliction of duty.",no topic
"When I was mayor, we cut incarceration by 39%.

I created the Young Men’s Initiative, the nation’s most comprehensive effort to keep young men & women from entering the criminal justice system.

As president, I’ll expand our efforts to keep at risk youth on the path to success.",safety
"The American people should not have to worry about going bankrupt if they catch this deadly virus. The federal government should empower Medicare to cover all out-of-pocket health care costs for the duration of the crisis, and long-term, we must pass Medicare for All.","covid, health, economic, social programs"
